Purchase Date,Fiscal Year,LPA Number,Purchase Order Number,Acquisition Type,Sub-Acquisition Type,Acquisition Method,Department Name,Supplier Code,Supplier Qualifications,Quantity,Unit Price,Total Price,Classification Codes,Normalized UNSPSC,Commodity Title,Class,Class Title,Family,Family Title,Segment,Segment Title
7/2/2012,2012-2013,5-08-89-15,4500141574,NON-IT Goods,,Statewide Contract,"Corrections and Rehabilitation, Department of",1000709,,30000,$1.00 ,"$30,000.00 ",50192111,50192111,Dried or processed meats,50192100,Snack foods,50190000,Prepared and preserved foods,50000000,Food Beverage and Tobacco Products
12/14/2012,2012-2013,,SA12 9009,NON-IT Services,Personal Services,Fair and Reasonable,Air Resources Board,1740063,,1,$0.00 ,$0.00 ,82101504,82101504,Newspaper advertising,82101500,Print advertising,82100000,Advertising,82000000,Editorial and Design and Graphic and Fine Art Services
12/5/2012,2012-2013,7-11-51-03,4500161485,NON-IT Goods,,WSCA/Coop,"Corrections and Rehabilitation, Department of",1398400,,8,$27.79 ,$222.32 ,31162204,31162204,Full rivets,31162200,Rivets,31160000,Hardware,31000000,Manufacturing Components and Supplies
8/23/2012,2012-2013,,4500147861,NON-IT Goods,,SB/DVBE Option,"Corrections and Rehabilitation, Department of",1059744,,291,$30.46 ,"$8,863.86 ",50201706,50201706,Coffee,50201700,Coffee and tea,50200000,Beverages,50000000,Food Beverage and Tobacco Products
9/4/2012,2012-2013,,12CS0021,NON-IT Services,Personal Services,NCB,"Veterans Affairs, Department of",1745073,,1,"$22,500.00 ","$22,500.00 ",85121606,85121606,Geriatric services,85121600,Medical doctors specialist services,85120000,Medical practice,85000000,Healthcare Services
10/11/2012,2012-2013,,4500155289,NON-IT Goods,,Informal Competitive,Correctional Health Care Services,1328260,,1,$132.51 ,$132.51 ,55101524,55101524,Reference books,55101500,Printed publications,55100000,Printed media,55000000,Published Products
10/3/2012,2012-2013,1-12-75-04,3165835,NON-IT Goods,,Statewide Contract,"General Services, Department of",1744915,,1,"$16,368.75 ","$16,368.75 ",44121505,44121505,Specialty envelopes,44121500,Mailing supplies,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies
10/24/2012,2012-2013,1-09-97-34,9908122098,NON-IT Goods,,Statewide Contract,"Transportation, Department of",1718,CA-SB,1,"$5,382.84 ","$5,382.84 ",55121710,55121710,Traffic signs,55121700,Signage,55120000,Signage and accessories,55000000,Published Products
10/25/2012,2012-2013,,4500157110,NON-IT Goods,,Informal Competitive,Correctional Health Care Services,1221900,CA-MB CA-SB,1,$990.00 ,$990.00 ,50305043,50305043,Valencia oranges,50305000,Oranges,50300000,Fresh fruits,50000000,Food Beverage and Tobacco Products
9/16/2013,2013-2014,,4500182745,NON-IT Goods,,Fair and Reasonable,"Corrections and Rehabilitation, Department of",1755837,,1,"$95,550.00 ","$95,550.00 ",50131701,50131701,Fresh milk or butter products,50131700,Milk and butter products,50130000,Dairy products and eggs,50000000,Food Beverage and Tobacco Products
6/13/2013,2012-2013,,P1201088,NON-IT Goods,,SB/DVBE Option,Franchise Tax Board,8329,CA-MB CA-SB,4,$59.00 ,$236.00 ,31162506,31162506,Wall mount bracket,31162500,Brackets and braces,31160000,Hardware,31000000,Manufacturing Components and Supplies
10/31/2013,2013-2014,7-11-51-02,13560073,NON-IT Goods,,WSCA/Coop,"State Hospitals, Department of",1001584,,4,$116.72 ,$466.88 ,55121710,55121710,Traffic signs,55121700,Signage,55120000,Signage and accessories,55000000,Published Products
11/8/2012,2012-2013,,ARB076084,IT Goods,,Fair and Reasonable,Air Resources Board,1744053,,1,$478.00 ,$478.00 ,14111507,14111507,Printer or copier paper,14111500,Printing and writing paper,14110000,Paper products,14000000,Paper Materials and Products
7/16/2013,2013-2014,,4500190168,NON-IT Goods,,Informal Competitive,"Corrections and Rehabilitation, Department of",1748286,,14,$11.50 ,$161.00 ,50403015,50403015,Tip top cabbage,50403000,Chinese cabbages,50400000,Fresh vegetables,50000000,Food Beverage and Tobacco Products
1/18/2013,2012-2013,,S2802104,NON-IT Goods,,Formal Competitive,"Parks & Recreation, Department of",1749806,,2,$91.80 ,$183.60 ,31162003,31162003,Finishing nails,31162000,Nails,31160000,Hardware,31000000,Manufacturing Components and Supplies
12/20/2012,2012-2013,,SA12 8038,NON-IT Services,Personal Services,Fair and Reasonable,Air Resources Board,1743070,,1,"$1,300.00 ","$1,300.00 ",85121607,85121607,Psychiatrist services,85121600,Medical doctors specialist services,85120000,Medical practice,85000000,Healthcare Services
3/5/2013,2012-2013,7-11-51-02,0312-2012,NON-IT Goods,,WSCA/Coop,California Emergency Management Agency,1001584,,2,$138.19 ,$276.38 ,27113201,27113201,General tool kits,27113200,Tool kits,27110000,Hand tools,27000000,Tools and General Machinery
5/20/2013,2012-2013,,1235710D11,NON-IT Goods,,Informal Competitive,"State Hospitals, Department of",1754072,,1,"$37,555.00 ","$37,555.00 ",55121718,55121718,Informational signs,55121700,Signage,55120000,Signage and accessories,55000000,Published Products
3/12/2013,2012-2013,,4500151497,NON-IT Goods,,Informal Competitive,"Corrections and Rehabilitation, Department of",1054761,,1,$181.80 ,$181.80 ,27112746,27112746,Chain saw,27112700,Power tools,27110000,Hand tools,27000000,Tools and General Machinery
4/9/2013,2012-2013,,2012-1264,NON-IT Goods,,State Programs,"Equalization, Board of",1065902,,1,"$10,581.00 ","$10,581.00 ",56101504,56101504,Chairs,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings
4/3/2013,2012-2013,,4500176033,NON-IT Goods,,Informal Competitive,"Corrections and Rehabilitation, Department of",1747127,,1,"$5,295.48 ","$5,295.48 ",31231310,31231310,Steel tubing,31231300,Tube and tubing,31230000,Machined raw stock,31000000,Manufacturing Components and Supplies
4/3/2013,2012-2013,,4500176052,NON-IT Goods,,State Programs,Correctional Health Care Services,1008361,,1,$400.70 ,$400.70 ,14111823,14111823,Control forms or control books,14111800,Business use papers,14110000,Paper products,14000000,Paper Materials and Products
5/14/2013,2012-2013,B27161,PO-2660-221300001042,IT Goods,,WSCA/Coop,"Transportation, Department of",1752874,,1,"$36,274.54 ","$36,274.54 ",43211501,43211501,Computer servers,43211500,Computers,43210000,Computer Equipment and Accessories,43000000,Information Technology Broadcasting and Telecommunications
5/16/2013,2012-2013,5-08-89-15,4500181163,NON-IT Goods,,Statewide Contract,Correctional Health Care Services,1000709,,1,"$3,776.73 ","$3,776.73 ",50202601,50202601,Apple juice,50202600,Fresh pome fruit juice or concentrate,50200000,Beverages,50000000,Food Beverage and Tobacco Products
5/29/2013,2012-2013,,P2726ALJ,NON-IT Goods,,Fair and Reasonable,"Conservation Corps, California",1754489,,1,"$6,485.33 ","$6,485.33 ",50192701,50192701,Fresh combination meals,50192700,Packaged combination meals,50190000,Prepared and preserved foods,50000000,Food Beverage and Tobacco Products
5/17/2013,2012-2013,,4500179255,NON-IT Goods,,Services are specifically exempt by policy,Correctional Health Care Services,1749152,,1,"$7,961.50 ","$7,961.50 ",85122201,85122201,Individual health assessment,85122200,Individual health screening and assessment services,85120000,Medical practice,85000000,Healthcare Services
